Of	Of	pp-f	Of	of	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
done	done	vdn	done	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
thought	thought	vvd	thought	think	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
rather	rather	av-c	rather	rather	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
gods	gods	n2	gods	god	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
leastwise	leastwise	av	leastwise	leastwise	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
given	given	vvn	given	give	0
and	and	cc	and	and	0
taught	taught	vvn	taught	teach	0
us	us	pno12	us	we	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gods	gods	n2	gods	god	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
made	made	vvd	made	make	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
such	such	d	such	such	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
already	already	av	already	already	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
had	had	vhn	had	have	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
whom	whom	r-crq	whom	who	0
God	God	np1	God	God	0
so	so	av	so	so	0
specially	specially	av-j	specially	special	0
loved	loved	vvn	loved	love	0
,	,	,	,	,	0
then	then	av	then	then	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
people	people	n1	people	people	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
greater	greater	jc	greater	great	0
credite	credite	n1	credit	credit	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
spake	spake	vvd	spoke	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
such	such	d	such	such	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
378	378	crd	378	378	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Many	Many	d	Many	many	0
times	times	n2	times	time	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
towne	towne	n1	town	town	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
able	able	j	able	able	0
,	,	,	,	,	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
declaration	declaration	n1	declaration	declaration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contents	contents	n2	contents	content	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
,	,	,	,	,	0
that	that	cst	that	that	0
therein	therein	av	therein	therein	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
onely	onely	av-j	only	only	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
mightie	mightie	j	mighty	mighty	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
therein	therein	av	therein	therein	0
was	was	vbds	was	be	0
conteined	conteined	vvn	contained	contain	0
the	the	dt	the	the	0
true	true	j	true	true	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
salvation	salvation	n1	salvation	salvation	0
through	through	p-acp	through	through	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
particularities	particularities	n2	particularities	particularity	0
of	of	pp-f	of	of	0
Miracles	Miracles	n2	Miracles	miracle	0
and	and	cc	and	and	0
chiefe	chiefe	j-jn	chief	chief	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
able	able	j	able	able	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
,	,	,	,	,	0
and	and	cc	and	and	0
thought	thought	vvd	thought	think	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
told	told	vvd	told	tell	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
materially	materially	av-jn	materially	material	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
conceive	conceive	vvi	conceive	conceive	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
therein	therein	av	therein	therein	0
conteined	conteined	vvn	contained	contain	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
would	would	vmd	would	will	0
many	many	d	many	many	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
touch	touch	vvi	touch	touch	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
embrace	embrace	vvi	embrace	embrace	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
kisse	kisse	vvi	kiss	kiss	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
breastes	breastes	n2	breasts	breast	0
and	and	cc	and	and	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
and	and	cc	and	and	0
stroke	stroke	vvd	stroke	strike	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
their	their	po32	their	their	0
body	body	n1	body	body	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
their	their	po32	their	their	0
hungry	hungry	j	hungry	hungry	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Wiroans	Wiroans	n2	Wiroans	wiroan	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
dwelt	dwelt	vvd	dwelled	dwell	0
called	called	vvn	called	call	0
Wingina	Wingina	np1	Wingina	Wingina	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
glad	glad	j	glad	glad	0
many	many	d	many	many	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
Prayers	Prayers	n2	Prayers	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
times	times	n2	times	time	0
call	call	vvb	call	call	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
others	others	n2-jn	others	other	0
whither	whither	c-crq	whither	whither	0
hee	hee	pns31	he	he	0
sometimes	sometimes	av	sometime	sometime	0
accompanied	accompanied	vvd	accompanied	accompany	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
and	and	cc	and	and	0
sing	sing	vvi	sing	sing	0
Psalmes	Psalmes	n2	Psalms	psalm	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
partaker	partaker	n1	partaker	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
effects	effects	n2	effects	effect	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
meanes	meanes	n2	means	mean	0
also	also	av	also	also	0
expected	expected	vvn	expected	expect	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Twise	Twise	av	Twice	twice	0
this	this	d	this	this	0
Wiroans	Wiroans	n2	Wiroans	wiroan	0
was	was	vbds	was	be	0
so	so	av	so	so	0
grievously	grievously	av-j	grievously	grievous	0
sicke	sicke	j	sick	sick	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
lay	lay	vvd	lay	lie	0
languishing	languishing	vvg	languishing	languish	0
,	,	,	,	,	0
doubting	doubting	vvg	doubting	doubt	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
helpe	helpe	n1	help	help	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
priestes	priestes	n2	priests	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinking	thinking	vvg	thinking	think	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
danger	danger	n1	danger	danger	0
for	for	p-acp	for	for	0
offending	offending	vvg	offending	offend	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
our	our	po12	our	our	0
God	God	np1	God	God	0
,	,	,	,	,	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
and	and	cc	and	and	0
bee	bee	vbb	be	be	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
God	God	np1	God	God	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
him	him	pno31	him	he	0
either	either	d	either	either	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
live	live	vvi	live	live	0
,	,	,	,	,	0
or	or	cc	or	or	0
after	after	p-acp	after	after	0
death	death	n1	death	death	0
dwell	dwell	vvi	dwell	dwell	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
blisse	blisse	n1	bliss	bliss	0
,	,	,	,	,	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
requests	requests	n2	requests	request	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
case	case	n1	case	case	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
On	On	p-acp	On	on	0
a	a	dt	a	a	0
time	time	n1	time	time	0
also	also	av	also	also	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
corne	corne	n1	corn	corn	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
wither	wither	vvi	wither	wither	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
drought	drought	n1	drought	drought	0
which	which	r-crq	which	which	0
happened	happened	vvd	happened	happen	0
extraordinarily	extraordinarily	av-j	extraordinarily	extraordinary	0
,	,	,	,	,	0
fearing	fearing	vvg	fearing	fear	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
thing	thing	n1	thing	thing	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
displeased	displeased	vvn	displeased	displease	0
us	us	pno12	us	we	0
,	,	,	,	,	0
many	many	d	many	many	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
desire	desire	vvb	desire	desire	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
preserve	preserve	vvi	preserve	preserve	0
their	their	po32	their	their	0
Corne	Corne	n1	Corn	corn	0
,	,	,	,	,	0
promising	promising	vvg	promising	promise	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
ripe	ripe	j	ripe	ripe	0
we	we	pns12	we	we	0
also	also	av	also	also	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
379	379	crd	379	379	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
There	There	a-acp	There	there	0
could	could	vmd	could	can	0
at	at	p-acp	at	at	0
no	no	dx	no	no	0
time	time	n1	time	time	0
happen	happen	vvi	happen	happen	0
any	any	d	any	any	0
strange	strange	j	strange	strange	0
sick-nesse	sick-nesse	j	sickness	sickness	0
,	,	,	,	,	0
losses	losses	n2	losses	loss	0
,	,	,	,	,	0
hurts	hurts	n2	hurts	hurt	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
crosse	crosse	n1	cross	cross	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
impute	impute	vvi	impute	impute	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
or	or	cc	or	or	0
meanes	meanes	n2	means	mean	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
offending	offending	vvg	offending	offend	0
or	or	cc	or	or	0
not	not	xx	not	not	0
pleasing	pleasing	vvg	pleasing	please	0
us	us	pno12	us	we	0
.	.	.	.	.	1
One	One	crd	One	one	0
other	other	j-jn	other	other	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
strange	strange	j	strange	strange	0
accident	accident	n1	accident	accident	0
,	,	,	,	,	0
leaving	leaving	vvg	leaving	leave	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
wil	wil	vmb	will	will	0
I	I	pns11	I	i	0
mention	mention	vvi	mention	mention	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
end	end	vvb	end	end	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
moved	moved	vvd	moved	move	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Countrey	Countrey	n1	Country	country	0
that	that	cst	that	that	0
either	either	d	either	either	0
knew	knew	vvd	knew	know	0
or	or	cc	or	or	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
wonderfull	wonderfull	j	wonderful	wonderful	0
admiration	admiration	n1	admiration	admiration	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
There	There	a-acp	There	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
towne	towne	n1	town	town	0
where	where	c-crq	where	where	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
any	any	d	any	any	0
subtile	subtile	j	subtle	subtle	0
devise	devise	n1	devise	devise	0
practised	practised	vvn	practised	practise	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
leaving	leaving	vvg	leaving	leave	0
it	it	pn31	it	it	0
unpunished	unpunished	j	unpunished	unpunished	0
or	or	cc	or	or	0
not	not	xx	not	not	0
revenged	revenged	vvn	revenged	revenge	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
sought	sought	vvd	sought	seek	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
meanes	meanes	n2	means	mean	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
win	win	vvi	win	win	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
gentlenesse	gentlenesse	n1	gentleness	gentleness	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
within	within	p-acp	within	within	0
a	a	dt	a	a	0
few	few	d	few	few	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
our	our	po12	our	our	0
departure	departure	n1	departure	departure	0
from	from	p-acp	from	from	0
every	every	d	every	every	0
such	such	d	such	such	0
Towne	Towne	n1	Town	town	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
very	very	av	very	very	0
fast	fast	av-j	fast	fast	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
short	short	j	short	short	0
space	space	n1	space	space	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
Townes	Townes	n2	Towns	town	0
about	about	p-acp	about	about	0
twentie	twentie	crd	twentie	twenty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
fourtie	fourtie	crd	fourtie	fourty	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
sixe	sixe	crd	sixe	six	0
score	score	n1	score	score	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
trueth	trueth	n1	truth	truth	0
was	was	vbds	was	be	0
very	very	av	very	very	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
numbers	numbers	n2	numbers	number	0
.	.	.	.	.	1
This	This	np1	This	This	0
happened	happened	vvd	happened	happen	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
place	place	n1	place	place	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
learne	learne	vvi	learn	learn	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
bin	bin	vbn	been	be	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
used	used	vvd	used	use	0
some	some	d	some	some	0
practise	practise	vvi	practise	practise	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
,	,	,	,	,	0
&	&	cc	&	and	0
after	after	p-acp	after	after	0
such	such	d	such	such	0
time	time	n1	time	time	0
.	.	.	.	.	1
The	The	dt	The	the	0
disease	disease	n1	disease	disease	0
also	also	av	also	also	0
was	was	vbds	was	be	0
so	so	av	so	so	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
neither	neither	dx	neither	neither	0
knewe	knewe	vvd	knew	know	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
like	like	j	like	like	0
by	by	p-acp	by	by	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oldest	oldest	js	oldest	old	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
never	never	av-x	never	never	0
happened	happened	vvd	happened	happen	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
time	time	n1	time	time	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
.	.	.	.	.	1
A	A	dt	A	a	0
thing	thing	n1	thing	thing	0
specially	specially	av-j	specially	special	0
observed	observed	vvn	observed	observe	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
natural	natural	j	natural	natural	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
Insomuch	Insomuch	av	Insomuch	insomuch	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
our	our	po12	our	our	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
Wiroans	Wiroans	n2	Wiroans	wiroan	0
Wingina	Wingina	np1	Wingina	Wingina	0
,	,	,	,	,	0
had	had	vhd	had	have	0
observed	observed	vvn	observed	observe	0
such	such	d	such	such	0
effects	effects	n2	effects	effect	0
in	in	p-acp	in	in	0
foure	foure	crd	foure	four	0
or	or	cc	or	or	0
five	five	crd	five	five	0
Townes	Townes	n2	Towns	town	0
to	to	pc-acp	to	to	0
followe	followe	vvi	follow	follow	0
their	their	po32	their	their	0
wicked	wicked	j	wicked	wicked	0
practises	practises	n2	practises	practise	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
through	through	p-acp	through	through	0
our	our	po12	our	our	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
'	'	pn31	'	it	0
might	might	vmd	might	may	0
kill	kill	vvi	kill	kill	0
and	and	cc	and	and	0
slay	slay	vvi	slay	slay	0
whom	whom	r-crq	whom	who	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
without	without	p-acp	without	without	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
come	come	vvi	come	come	0
neere	neere	av-j	near	near	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
thereupon	thereupon	av	thereupon	thereupon	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
happened	happened	vvn	happened	happen	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
understanding	understanding	n1	understanding	understanding	0
that	that	cst	that	that	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
enemies	enemies	n2	enemies	enemy	0
had	had	vhd	had	have	0
abused	abused	vvn	abused	abuse	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
journeys	journeys	n2	journeys	journey	0
,	,	,	,	,	0
hearing	hearing	vvg	hearing	hear	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
wrought	wrought	vvn	wrought	wrought	0
no	no	dx	no	no	0
revenge	revenge	n1	revenge	revenge	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
weapons	weapons	n2	weapons	weapon	0
,	,	,	,	,	0
and	and	cc	and	and	0
fearing	fearing	vvg	fearing	fear	0
upon	upon	p-acp	upon	upon	0
some	some	d	some	some	0
cause	cause	n1	cause	cause	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
should	should	vmd	should	shall	0
so	so	av	so	so	0
rest	rest	vvi	rest	rest	0
:	:	:	:	:	0
did	did	vdd	did	do	0
come	come	vvi	come	come	0
and	and	cc	and	and	0
intreate	intreate	vvi	entreat	entreat	0
us	us	pno12	us	we	0
that	that	d	that	that	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
meanes	meanes	n2	means	mean	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
God	God	np1	God	God	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
as	as	p-acp	as	as	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
dealt	dealt	vvn	dealt	deal	0
ill	ill	j-jn	ill	ill	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
might	might	n1	might	might	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
sort	sort	n1	sort	sort	0
