vol,chap,sect_frac,geog,date,title,pages,word,tag1,tag2,nat,expl,hostil,enc,enc_min,viol_num,viol_ratio,v_r_decil
1,30,1,NNE-,795,The_league_betweene_Carolus_Magnus_and_Offa_King_of_Mercia_concerning_the_safe_trade_of_English_Merc,310-312,401,doc,england,,,,1.0,0.0024937655860349127,,
1,31,1,NNE-,795,An_ancient_testimony_translated_out_of_the_olde_Saxon_Lawes_conteyning_the_advancement_of_Merchants_,312-312,277,doc,testimon,,,,0,0.0,,
1,32,1,NNE-,1027,A_testimony_of_certaine_Privileges_obteined_for_the_English_and_Danish_Merchants_by_Canutus_the_King,313-314,287,doc,"england, testimon, privileges",,,,0,0.0,,
1,33,1,NNE-,1140,The_flourishing_state_of_Merchandise_in_the_City_of_London_in_the_dayes_of_Wilhelmus_Malmesburiensis,314-315,167,doc,england,,,,0.5,0.0029940119760479044,,
1,34,1,NNE-,1140,A_testimony_of_the_said_Wil_of_Malmesbury_concerning_traffique_to_Bristow_in_his_time,315-315,131,doc,testimon,,,,0,0.0,,
1,35,1,NNE-,1157,The_league_betweene_Henry_the_second_and_Frederick_Barbarossa_Emperour_of_Germany_partly_touching_tr,316-318,559,doc,,,,,0.5,0.0008944543828264759,,
1,36,1,NNE-,1199,A_generall_safe_conduct_granted_by_King_John_to_all_forreine_Merchants,319-320,245,doc,"granted, conduct",,,,0.5,0.0020408163265306124,,
1,37,1,NNE-,1229,The_letters_of_King_Henry_the_third_unto_Haquinus_king_of_Norwey,320-322,308,doc,letter,,,,1,0.003246753246753247,,
1,38,1,NNE-,1229,A_mandate_for_the_king_of_Norway_his_ship_called_The_Cog,322-323,102,doc,norway,,,,1,0.00980392156862745,,
1,39,1,NNE-,1236,A_Charter_granted_for_the_behalfe_of_the_Merchants_of_Colen_in_the_20_yeere_of_Henry_the_thirde,323-324,239,doc,"granted, charter",,,,0,0.0,,
1,40,1,NNE-,1257,The_Charter_of_Lubeck_granted_for_seven_yeeres_in_the_time_of_Henry_the_third,324-325,315,doc,"granted, charter",,,,0.5,0.0015873015873015873,,
1,41,1,NNE-,1260,A_Charter_of_the_Merchants_of_Almaine_or_the_Stilyard-merchants,326-327,167,doc,charter,,,,0,0.0,,
1,42,1,NNE-,1303,A_mandate_of_King_Edward_the_first_concerning_outlandish_Merchants,327-327,37,doc,,,,,0,0.0,,
1,43,1,NNE-,1303,King_Edw_the_first_his_great_Charter_granted_to_forreine_Merchants_Anno_Dom_1303,327-339,2109,doc,"granted, charter",,,,7.5,0.0035561877667140826,,
1,44,1,NNE-,1313,The_letters_of_Edward_the_second_unto_Haquinus_King_of_Norway_concerning_certain_English_Merchants_a,339-343,692,doc,"letter, england, norway",,,,4.5,0.006502890173410405,,
1,45,1,NNE-,1313,Another_letter_of_Edw_the_second_unto_the_said_Haquinus_for_the_merchants_aforesaid,343-344,305,doc,letter,,,,1,0.003278688524590164,,
1,46,1,NNE-,1313,A_third_letter_of_King_Edward_the_second_to_the_said_Haquinus_in_the_behalfe_of_our_English_merchant,344-349,940,doc,"letter, england",,,,11.5,0.01223404255319149,,
1,47,1,NNE-,1320,An_Ordinance_for_the_Staple_to_be_holden_at_one_certaine_place,350-355,966,doc,,,,,3.5,0.0036231884057971015,,
2,1,1,NNE-,1262,A_Catalogue_of_the_great_Masters_of_Prussia,001-011,3505,doc,"russia, prussia, catalogue",,,,122.5,0.03495007132667618,,
2,2,1,NNE-,1388,The_Oration_or_speach_of_the_Ambassadours_sent_from_Conradus_de_Zolner_Master_generall_of_the_land_o,012-018,2070,doc,oration,,,,16.5,0.007971014492753623,,
2,3,1,NNE-,1390,An_agreement_made_by_the_Ambassadours_of_England_and_Prussia_confirmed_by_king_Richard_the_second,018-024,2154,doc,"england, russia, prussia, agreement",,,,13.0,0.0060352831940575676,,
2,4,1,NNE-,1398,The_letters_of_Conradus_de_Jungingen_Master_generall_of_Prussia_unto_Rich_the_second,025-027,718,doc,"letter, russia, prussia",,,,8.5,0.011838440111420613,,
2,5,1,NNE-,1407,A_briefe_relation_of_William_Esturmy_and_John_Kington_concerning_their_Ambassages_into_Prussia_and_t,027-033,1984,doc,"russia, relation, prussia, ambassage",,,,11.5,0.0057963709677419355,,
2,6,1,NNE-,1407,Certaine_Articles_of_complaint_exhibited_by_the_Livonians,033-034,508,doc,article,,,,1,0.001968503937007874,,
2,7,1,NNE-,1407,Other_complaints_exhibited_by_the_Cities_of_the_Hans,034-036,690,doc,,,,,7.0,0.010144927536231883,,
2,8,1,NNE-,1403,Compositions_and_Ordinances_concluded_betweene_the_Ambassadours_of_Prussia_and_the_Chanceller_and_Tr,036-038,672,doc,"russia, prussia",,,,4.0,0.005952380952380952,,
2,9,1,NNE-,1403,The_letters_of_the_Chanceller_and_Treasurer_of_England_unto_Conradus_de_Jungingen_master_generall_of,038-041,795,doc,"letter, england",,,,3.5,0.00440251572327044,,
2,10,1,NNE-,1404,The_letters_of_king_Henry_the_fourth_unto_Conradus_de_Jungingen_the_master_generall_of_Prussia_for_e,041-043,963,doc,"letter, russia, prussia",,,,10.0,0.010384215991692628,,
2,11,1,NNE-,1404,The_letters_of_Conradus_de_Jungingen_unto_king_Henry_the_fourth,044-046,947,doc,letter,,,,10,0.010559662090813094,,
2,12,1,NNE-,1405,An_agreement_made_betweene_king_Henry_the_fourth_and_Conradus_de_Jungingen,047-055,2719,doc,agreement,,,,18.5,0.00680397204854726,,
2,13,1,NNE-,1405,An_agreement_betweene_king_Henry_the_fourth_and_the_Hans-townes,055-067,4254,doc,agreement,,,,55.5,0.01304654442877292,,
2,14,1,NNE-,1405,A_testimonie_out_of_Albertus_Krantzius_concerning_the_surprise_of_Bergen_in_Norway_wherein_21_houses,068-071,1210,doc,"testimon, norway",,,,18.5,0.015289256198347107,,
2,15,1,NNE-,1407,The_grievances_and_offences_whereat_the_merchants_of_the_Hans_found_themselves_agrieved,072-083,4019,doc,,,,,16.5,0.004105498880318487,,
2,16,1,NNE-,1407,A_letter_of_Henry_the_fourth_king_of_England_unto_Conradus_de_Jungingen_Master_generall_of_Prussia,083-085,609,doc,"letter, england, russia, prussia",,,,2.0,0.003284072249589491,,
2,17,1,NNE-,1408,A_letter_of_Werneherus_de_Tettingen_commander_in_Elbing_unto_sir_William_Sturmy_Ambassadour_unto_kin,085-090,1733,doc,letter,,,,13.0,0.0075014425851125215,,
2,18,1,NNE-,1408,The_letters_of_Ulricus_de_Jungingen_master_generall_of_Prussia_signifying_unto_king_Henry_the_4_that,091-095,1334,doc,"letter, russia, prussia",,,,5.5,0.004122938530734633,,
2,19,1,NNE-,1408,The_letters_of_king_Henry_the_fourth_unto_Ulricus_de_Jungingen_wherein_he_doth_absolutely_approve_th,095-098,977,doc,letter,,,,1,0.0010235414534288639,,
2,20,1,NNE-,1409,A_new_concord_betweene_king_Henry_the_fourth_and_Ulricus_de_Jungingen,098-106,2769,doc,,,,,44.5,0.01607078367641748,,
2,21,1,NNE-,1404,A_Charter_of_king_Henry_the_fourth_graunted_in_the_fifth_yeere_of_his_raigne_unto_the_English_mercha,106-110,769,doc,"england, granted, charter",,,,8.0,0.010403120936280884,,
2,22,1,NNE-,1430,A_note_touching_the_mighty_ships_of_king_Henry_the_fift_taken_out_of_a_Chronicle_in_the_Trinitie_Chu,111-111,31,doc,note,,,,0,0.0,,
2,23,1,NNE-,1430,A_branch_of_a_Statute_made_in_the_eight_yeere_of_Henry_the_6_for_the_trade_to_Norway_Sweveland_Denma,111-113,493,doc,norway,,,,7.0,0.014198782961460446,,
2,24,1,NNE-,1432,Another_branch_of_a_Statute_made_in_the_10_yeere_of_king_Henry_the_sixt_concerning_the_state_of_Engl,113-114,391,doc,,,,,1.5,0.0038363171355498722,,
2,25,1,NNE-,1437,Libellus_de_politia_conservativa_Maris_Or_The_pollicy_of_keeping_the_Sea,114-147,9760,doc,,,,,109.0,0.011168032786885246,,
2,26,1,NNE-,1462,A_large_Charter_granted_by_king_Edward_the_fourth_in_the_second_yere_of_his_raigne_to_the_English_me,147-158,4023,doc,"england, granted, charter",,,,17.0,0.004225702212279393,,
2,27,1,NNE-,1527,A_perswasion_of_Robert_Thome_merchant_of_Bristol_and_dwelling_long_in_Sivil_in_Spaine_to_king_Henry_,159-163,1715,doc,spain,,,,6.0,0.003498542274052478,,
2,28,1,NNE-,1527,The_discourse_of_the_foresaid_Robert_Thorne_written_to_Doctour_Leigh_the_Kings_Ambassadour_in_Spaine,164-181,6522,doc,"spain, discourse",,,,9.5,0.0014566084023305734,,
2,29,1,NNE-,1580,A_briefe_treatise_of_the_Emperour_of_Moscovia_his_genealogie,182-194,4333,doc,russia,,,,56.0,0.012924071082390954,,
2,30,1,NNE-,1553,The_excellent_orders_and_instructions_of_Sebastian_Cabot_given_to_sir_Hugh_Willoughby_and_his_Fleete,195-205,3813,doc,"commandement, instructions",,,,29.0,0.007605559926567008,,
2,31,1,NNE-,1553,The_names_of_the_twelve_Counsellers_appointed_in_sir_Hugh_Willoughbies_voyage,206-206,88,nar,voyage,,,,0,0.0,,
2,32,1,NNE-,1553,The_letters_of_king_Edward_the_sixt_written_at_that_time_to_all_the_Kings_Princes_and_other_Potentat,206-211,1001,doc,letter,,,,0,0.0,,
2,33,1,NNE-,1553,The_voyage_of_sir_Hugh_Willoughby_knight_wherein_he_unfortunately_perished_at_Arzina_Reca_in_Lapland,212-212,109,nar,voyage,,,,1.5,0.013761467889908258,,
2,34,1,NNE-,1553,The_names_of_the_Ships_Captains_Mariners_and_other_officers_of_that_first_worthy_enterprise,212-214,490,doc,,,,,4.0,0.00816326530612245,,
2,35,1,NNE-,1553,The_othe_ministred_to_the_Captaine_of_the_Fleete,215-215,300,doc,,,,,3.5,0.011666666666666667,,
2,36,1,NNE-,1553,The_othe_ministred_to_the_Masters_of_the_ships,216-224,2845,doc,,,,,8.5,0.0029876977152899823,,
2,37,1,NNE-,1553,The_voyage_of_Richard_Chanceller_Pilote_major_the_first_discoverer_by_sea_of_the_kingdome_of_Moscovi,224-238,5472,nar,"russia, voyage",,,,58.5,0.01069078947368421,,
2,38,1,NNE-,1553,A_testimonie_of_Richard_Eden_concerning_Clement_Adams_his_discourse_of_Richard_Chancellers_voyage,239-270,11173,nar,"voyage, testimon, discourse",,,,92.5,0.008278886601628926,,
2,39,1,NNE-,1554,The_letters_of_the_Emperour_of_Russia_sent_to_king_Edward_the_sixt_by_Richard_Chanceller,271-272,626,doc,"letter, russia",,,,2.5,0.003993610223642172,,
2,40,1,NNE-,1554,The_coynes_waights_and_measures_used_in_Russia,273-278,2055,doc,russia,,,,4.0,0.0019464720194647203,,
2,41,1,NNE-,1555,The_letters_of_King_Philip_and_Queene_Mary_to_Ivan_Vasilivich_the_Emperor_of_Russia,278-281,812,doc,"letter, russia",,,,0,0.0,,
2,42,1,NNE-,1555,The_Commission_given_to_the_merchants_Agents_resiant_in_Russia,281-289,3159,doc,"russia, commission",,,,11.5,0.0036403925292814183,,
2,43,1,NNE-,1555,The_othe_ministred_to_the_servants_of_the_Moscovie_company,290-290,263,doc,russia,,,,0.5,0.0019011406844106464,,
2,44,1,NNE-,1555,The_letter_of_George_Killingworth_the_first_Agent_in_Russia_written_to_the_Company,291-297,2529,doc,"letter, russia",,,,4.0,0.0015816528272044287,,
2,45,1,NNE-,1555,The_first_Privileges_graunted_by_the_Emperour_of_Russia_to_the_English_merchants,297-303,2055,doc,"england, russia, granted, privileges",,,,17.5,0.00851581508515815,,
2,46,1,NNE-,1555,The_Charter_of_the_merchants_of_the_Moscovie_company_granted_by_Queene_Mary,304-316,4403,doc,"russia, granted, charter",,,,16.0,0.0036338859868271633,,
2,47,1,NNE-,1556,Instructions_given_to_the_Pursers_of_the_Moscovie_voyage,317-322,1955,nar,"russia, commandement, voyage, instructions",,,,3.5,0.0017902813299232737,,
2,48,1,NNE-,1556,The_voyage_of_Stephen_Burrough_toward_the_River_of_Ob_intending_the_discovery_of_the_Northeast_passa,322-344,8124,nar,"voyage, discovery",,,,29.5,0.0036312161496799607,,
2,49,1,NNE-,1556,The_landing_of_Richard_Johnson_among_the_Samoeds_Anno_1556,345-349,1849,nar,,,,,16.5,0.008923742563547863,,
2,50,1,NNE-,1557,A_discourse_of_the_honourable_receiving_into_England_of_the_first_Ambassadour_from_the_Emperour_of_R,350-362,4073,doc,"england, discourse",,,,16.0,0.003928308372207218,,
2,51,1,NNE-,1557,The_voyage_of_the_aforesaide_Stephen_Burrough_from_Colmogro_in_Russia_to_Wardhouse_in_search_of_cert,363-375,4048,nar,"russia, voyage",,,,18.0,0.004446640316205534,,
2,52,1,NNE-,1557,Instructions_given_to_the_Masters_and_Mariners_of_the_ships_of_the_Moscovie_Company_sayling_towards_,375-378,1173,doc,"russia, commandement, instructions",,,,7.0,0.005967604433077579,,
2,53,1,NNE-,1557,A_letter_of_the_Company_of_the_Moscovie_merchants_unto_their_Agents_George_Killingworth_Richard_Gray,379-392,5000,doc,"letter, russia",,,,18.5,0.0037,,
2,54,1,NNE-,1557,A_letter_of_M_Thomas_Hawtree_to_the_Moscovie_Companies_Agent_M_Henry_Lane_at_Colmogro,392-394,731,doc,"letter, russia",,,,1.5,0.002051983584131327,,
2,55,1,NNE-,1558,A_letter_of_M_Richard_Gray_one_of_the_first_Agents_of_the_Moscovie_Company_to_M_Henry_Lane_at_Mosco,394-396,805,doc,"letter, russia",,,,1.0,0.0012422360248447205,,
2,56,1,NNE-,1558,A_letter_of_Thomas_Alcock_to_M_Richard_Gray_and_Henry_Lane_Agents_in_Moscovia_from_Tirwill_in_Poland,396-399,1181,doc,"letter, russia",,,,13.0,0.01100762066045724,,
2,57,1,NNE-,1559,A_letter_of_M_Anthony_Jenkinson_upon_his_returne_from_Boghar_to_M_Henry_Lane_resident_in_Vologda,400-401,495,doc,letter,,,,1.5,0.0030303030303030303,,
2,58,1,NNE-,1560,A_letter_of_the_Moscovie_Company_to_their_Agents_in_Russia_M_Henry_Lane_Christopher_Hudson_and_Thoma,401-407,2373,doc,"letter, russia",,,,4.5,0.0018963337547408343,,
2,59,1,NNE-,1560,Another_letter_to_the_aforesaid_parties,407-410,1269,doc,letter,,,,8.5,0.006698187549251379,,
2,60,1,NNE-,1560,The_maner_of_Justice_by_lotts_in_Russia_written_by_M_Henry_Lane,411-412,575,doc,russia,,,,2.5,0.004347826086956522,,
2,61,1,NNE-,1557,The_voyage_of_M_Anthony_Jenkinson_into_Russia_wherein_Osep_Napea_first_Ambassadour_from_the_Emperour,413-425,4518,nar,"russia, voyage",,,,30.0,0.006640106241699867,,
2,62,1,NNE-,1558,The_description_of_Russia_with_the_customes_and_maners_of_the_inhabitants,425-449,8482,doc,"russia, description",,,,75.0,0.008842254185333649,,
2,63,1,NNE-,1558,The_voyage_of_M_Anthony_Jenkinson_from_the_Citie_of_Mosco_in_Russia_to_Boghar_in_Bactria_Anno_1558,449-479,11185,nar,"russia, voyage",,,,145.0,0.012963790791238265,,
2,64,1,NNE-,1559,Notes_and_observations_gathered_by_Richard_Johnson_of_the_severall_wayes_from_Russia_to_Cathay_over-,480-484,1457,doc,"russia, note, observation",,,,7.0,0.004804392587508579,,
2,65,1,NNE-,1559,A_letter_of_Sigismund_king_of_Polonia_1559_unto_the_Queenes_most_excellent_Majestie,485-487,985,doc,letter,,,,13.0,0.013197969543147208,,
3,1,1,NNE-,1561,The_letters_of_the_Queenes_Majestie_written_to_the_Emperour_of_Russia_requesting_licence_and_safe-co,001-005,813,doc,"letter, russia",,,,0,0.0,,
3,2,1,NNE-,1561,The_Queenes_Majesties_letters_to_the_great_Sophie_of_Persia,006-008,517,doc,"letter, persia",,,,0.5,0.0009671179883945841,,
3,3,1,NNE-,1561,Instructions_given_by_the_Governours_and_Assistants_of_the_Moscovie_Company,009-014,2009,doc,"russia, commandement, instructions",,,,1.5,0.0007466401194624191,,
3,4,1,NNE-,1562,The_voyage_of_M_Anthony_Jenkinson_through_Russia_and_over_the_Caspian_sea_into_Persia_Anno_1561,015-038,8649,nar,"russia, voyage, persia",,,,52.5,0.0060700659035726676,,
3,5,1,NNE-,1563,The_privileges_given_by_Obdoloucan_K_of_Hircania_to_the_Company_of_English_merchants_trading_in_Russ,039-040,460,doc,"england, privileges",,,,0.5,0.0010869565217391304,,
3,6,1,NNE-,1563,The_voyage_of_Thomas_Alcock_George_Wrenne_and_Richard_Cheyney_servants_unto_the_Company_of_Moscovy_M,040-044,1365,nar,"russia, voyage",,,,8.0,0.005860805860805861,,
3,7,1,NNE-,1566,The_voyage_of_Richard_Johnson_Alexander_Kitchin_and_Arthur_Edwards_servants_to_the_foresaid_company_,044-053,3561,nar,voyage,,,,17.5,0.004914349901713002,,
3,8,1,NNE-,1566,Certaine_letters_of_Arthur_Edwards_written_out_of_Russia_Media_and_Persia_to_the_Company_of_the_Mosc,054-067,5077,doc,"letter, russia, persia",,,,29.5,0.005810518022454205,,
3,9,1,NNE-,1567,The_distance_of_divers_places_in_Russia,068-070,329,doc,russia,,,,0,0.0,,
3,10,1,NNE-,1567,The_way_and_distances_from_S_Nicolas_in_Russia_to_the_Caspian_sea,070-072,725,doc,russia,,,,1,0.001379310344827586,,
3,11,1,NNE-,1566,The_voyage_of_Thomas_Southam_and_John_Sparke_by_land_and_river_from_Colmogro_to_Novogrod_in_Russia_A,073-083,3739,nar,"russia, voyage",,,,3.5,0.0009360791655522868,,
3,12,1,NNE-,1566,An_Acte_for_the_corporation_of_merchants_Adventurers_for_the_discovering_of_newe_trades_made_in_the_,083-091,2832,doc,oration,,,,6.5,0.0022951977401129945,,
3,13,1,NNE-,1566,The_voyage_of_M_Anthony_Jenkinson_into_Russia_the_third_time_Anno_1566,092-092,197,nar,"russia, voyage",,,,0,0.0,,
3,14,1,NNE-,1567,The_privileges_granted_by_the_Emperour_of_Russia_to_the_English_merchants,092-097,1802,doc,"england, russia, granted, privileges",,,,3.0,0.001664816870144284,,
3,15,1,NNE-,1567,A_letter_of_M_Henry_Lane_to_M_Richard_Hakluyt_concerning_the_first_Ambassage_from_the_Russian_Empero,098-100,970,doc,"letter, russia, ambassage",,,,3.5,0.0036082474226804126,,
3,16,1,NNE-,1568,A_letter_of_her_Majestie_sent_by_Stephen_Twerdico_and_Pheodata_Pogorella_Messengers_of_the_Emperour_,101-101,32,doc,letter,,,,0,0.0,,
3,17,1,NNE-,1569,The_Ambassage_of_M_Thomas_Randolfe_Esquier_from_the_Queenes_Majestie_to_the_Emperour_of_Russia,102-108,2128,doc,"russia, ambassage",,,,1.5,0.0007048872180451127,,
3,18,1,NNE-,1569,The_privileges_graunted_to_the_English_merchants_at_M_Randolfe_his_sute,108-119,3750,doc,"england, granted, privileges",,,,18.5,0.004933333333333333,,
3,19,1,NNE-,1588,A_Commission_granted_by_M_Randolfe_for_a_discovery_to_the_Northeast_by_sea,119-122,1077,doc,"granted, discovery, commission",,,,0,0.0,,
3,20,1,NNE-,1588,Instructions_given_to_the_discoverers_for_that_action,122-124,669,doc,"commandement, instructions",,,,0.5,0.0007473841554559044,,
3,21,1,NNE-,1568,Certaine_letters_in_verse_written_out_of_Moscovia_by_M_George_Turbervile_Secretary_to_M_Randolfe_tou,124-135,3143,doc,"letter, russia",,,,28.0,0.008908685968819599,,
3,22,1,NNE-,1568,The_voyage_of_Arthur_Edwards_Agent_for_the_Moscovy_company_John_Sparke_Laurence_Chapman_Christopher_,136-142,2487,nar,"russia, voyage",,,,14.0,0.0056292722155207075,,
3,23,1,NNE-,1568,Notes_concerning_the_fourth_English_voyage_into_Persia,143-149,2421,nar,"england, voyage, note, persia",,,,14.5,0.005989260636100785,,
3,24,1,NNE-,1572,The_voyage_of_Thomas_Banister_and_Geffrey_Ducket_Agents_for_the_Moscovy_Company_into_Persia_the_fift,150-157,2664,nar,"russia, voyage, persia",,,,58.0,0.02177177177177177,,
3,25,1,NNE-,1574,Observations_of_the_Sophy_of_Persia_and_of_the_Religion_of_the_Persians,158-166,3265,doc,"persia, observation",,,,32.0,0.009800918836140888,,
3,26,1,NNE-,1570,The_voyage_of_William_Burrough_Captaine_of_13_English_ships_to_the_Narve_in_Liefland_Anno_1570,167-169,836,nar,"england, voyage",,,,8.5,0.010167464114832535,,
3,27,1,NNE-,1571,A_letter_of_Richard_Uscombe_to_M_Henry_Lane_touching_the_burning_of_the_Citie_of_Mosco_by_the_Crimme,169-169,164,doc,"letter, russia",,,,4,0.024390243902439025,,
3,28,1,NNE-,1572,The_voyage_of_M_Anthony_Jenkinson_into_Russia_the_fourth_time_Anno_1571,170-195,8630,nar,"russia, voyage",,,,49.0,0.005677867902665122,,
3,29,1,NNE-,1572,A_briefe_rehearsall_of_all_the_travailes_of_M_Anthony_Jenkinson,195-196,534,doc,,,,,0,0.0,,
3,30,1,NNE-,1575,A_letter_of_James_Alday_to_M_Michael_Locke_Agent_in_London_for_the_Moscovie_Company_touching_a_trade,197-200,1438,doc,"letter, england, russia",,,,2.5,0.0017385257301808068,,
3,31,1,NNE-,1575,A_note_of_all_the_necessary_instruments_and_appurtenances_belonging_to_the_killing_of_the_Whale,200-203,706,doc,note,,,,14.5,0.020538243626062325,,
3,32,1,NNE-,1576,The_deposition_of_William_Burrough_to_certeine_Interrogatories_mooved_unto_him_concerning_the_Narve_,203-206,1209,doc,,,,,2.0,0.0016542597187758478,,
3,33,1,NNE-,1576,The_reasons_of_M_William_Burrough_to_disswade_the_use_of_a_trade_to_the_Narve_by_the_way_through_Swe,207-208,347,doc,,,,,5.0,0.01440922190201729,,
3,34,1,NNE-,1598,A_remembrance_of_advise_given_to_the_Moscovie_merchants_touching_a_voyage_for_Cola_abovesaid,208-209,516,nar,"russia, voyage",,,,4.0,0.007751937984496124,,
3,35,1,NNE-,1598,An_Epistle_dedicatorie_unto_the_Queenes_most_excellent_Majestie,209-212,938,doc,letter,,,,0.5,0.0005330490405117271,,
3,36,1,NNE-,1579,The_Queenes_Majesties_letters_to_Shaugh_Thamas_the_great_Sophy_of_Persia,212-214,677,doc,"letter, persia",,,,1,0.0014771048744460858,,
3,37,1,NNE-,1580,The_voyage_of_Christopher_Burrough_into_Persia_the_sixt_time_Anno_1579,214-247,12108,nar,"voyage, persia",,,,116.5,0.009621737694086554,,
3,38,1,NNE-,1581,The_Latitudes_and_Meridian_Altitudes_of_divers_places_in_Russia_from_the_North_to_the_South,247-248,176,doc,russia,,,,0,0.0,,
3,39,1,NNE-,1579,Directions_given_by_M_Richard_Hakluyt_Esquire_to_Morgan_Hubblethorne_Dier_sent_into_Persia,249-251,892,doc,persia,,,,12.0,0.013452914798206279,,
3,40,1,NNE-,1580,A_Commission_given_by_sir_Rowland_Heyward_knight_and_George_Barne_Aldermen_and_governours_of_the_Mos,251-258,2610,doc,commission,,,,2,0.0007662835249042146,,
3,41,1,NNE-,1580,Rules_and_orders_given_to_be_observed_by_them_in_that_Discovery,259-262,1287,doc,"commandement, discovery",,,,3.5,0.0027195027195027195,,
3,42,1,NNE-,1580,Briefe_advises_given_by_M_John_Dee_to_that_purpose,262-263,511,doc,purpose,,,,0,0.0,,
3,43,1,NNE-,1580,Instructions_given_them_by_Richard_Hakluyt_Esquire_to_that_purpose_also,264-275,3440,doc,"commandement, instructions, purpose",,,,16.0,0.004651162790697674,,
3,44,1,NNE-,1580,The_letter_of_Gerard_Mercator_to_Richard_Hakluyt_of_Oxford_touching_that_discovery,275-282,1275,doc,"letter, discovery",,,,0.5,0.000392156862745098,,
3,45,1,NNE-,1580,The_voyage_of_Arthur_Pet_and_Charles_Jackman_sent_to_discover_the_Northeast_seas_beyond_the_Hand_of_,282-303,8235,nar,voyage,,,,23.0,0.002792956891317547,,
3,46,1,NNE-,1582,Instructions_given_by_the_Moscovie_Company_unto_Richard_Gibbs_William_Biggat_John_Backhouse_andampc_,303-306,1191,doc,"russia, commandement, instructions",,,,18.0,0.015113350125944584,,
3,47,1,NNE-,1582,The_opinion_of_M_William_Burrough_sent_to_a_friend_requiring_his_judgement_for_the_fittest_time_of_t,306-308,622,doc,,,,,1.0,0.001607717041800643,,
3,48,1,NNE-,1583,The_Queenes_Majesties_Commission_given_to_sir_Jerome_Bowes_authorizing_him_her_highnesse_Ambassadour,308-311,597,doc,commission,,,,1.5,0.002512562814070352,,
3,49,1,NNE-,1583,The_Queenes_Majesties_letters_written_to_the_Emperour,312-314,464,doc,letter,,,,1.0,0.0021551724137931034,,
3,50,1,NNE-,1583,The_discourse_of_the_Ambassage_of_sir_Jerome_Bowes_to_the_aforesaid_Emperour,315-329,4693,doc,"discourse, ambassage",,,,30.0,0.006392499467291711,,
3,51,1,NNE-,1583,The_maner_of_preferring_suites_in_Russia,329-330,429,doc,russia,,,,0,0.0,,
3,52,1,NNE-,1556,A_letter_of_M_Henry_Lane_to_M_William_Sanderson_merchant_of_London_conteyning_a_briefe_discourse_of_,330-336,1953,doc,"letter, england, discourse",,,,10.0,0.005120327700972862,,
3,53,1,NNE-,1584,The_most_solemne_and_magnificent_Coronation_of_Pheodor_Ivanowich_Emperour_of_Russia,336-345,3161,doc,russia,,,,33.5,0.010597912053147737,,
3,54,1,NNE-,1586,The_voyage_of_Master_Jerome_Horsey_over_land_from_Mosco_in_Russia_to_England_Anno_1584,345-347,745,nar,"england, russia, voyage",,,,8.0,0.010738255033557046,,
3,55,1,NNE-,1586,The_Privileges_graunted_by_the_newe_Emperour_to_the_English_merchants,347-353,2059,doc,"england, granted, privileges",,,,5.0,0.0024283632831471587,,
3,56,1,NNE-,1588,The_Ambassage_of_M_Giles_Fletcher_Doctor_of_the_Civil_lawe_from_her_Majestie_to_the_Emperour_of_Russ,353-357,1106,doc,ambassage,,,,9.5,0.008589511754068717,,
3,57,1,NNE-,1588,A_notable_description_of_Russia,357-405,17150,doc,"russia, description",,,,260.5,0.015189504373177842,,
3,58,1,NNE-,1588,A_voyage_to_the_Northeast_performed_by_certaine_Russes_and_translated_out_of_Sigismundus_ab_Herberst,405-412,2573,nar,voyage,,,,6.0,0.002331908278274388,,
3,59,1,NNE-,1588,A_speciall_note_gathered_by_the_excellent_Venetian_Cosmographer_M_John_Baptista_Ramusius_concerning_,412-419,2428,doc,note,,,,8.0,0.0032948929159802307,,
3,60,1,NNE-,1590,The_Lord_Boris_Pheodorowich_his_letter_to_the_right_honourable_William_Burghley_Lord_high_Treasurer_,419-422,860,doc,letter,,,,1.0,0.0011627906976744186,,
3,61,1,NNE-,1591,The_Queenes_Majesties_letter_to_Pheodor_Ivanowich_Emperour_of_Russia,422-427,1952,doc,"letter, russia",,,,0.5,0.00025614754098360657,,
3,62,1,NNE-,1591,The_Queenes_Majesties_letters_to_the_Lord_Boris_Pheodorowich,428-430,707,doc,letter,,,,0,0.0,,
3,63,1,NNE-,1591,The_L_Treasurer_sir_William_Cecil_his_letter_to_the_Lord_Boris_Pheodorowich,430-432,649,doc,letter,,,,1,0.0015408320493066256,,
3,64,1,NNE-,1592,A_letter_of_Pheodor_Ivanowich_to_the_Queenes_Majestie,432-434,616,doc,letter,,,,0,0.0,,
3,65,1,NNE-,1592,An_other_letter_to_the_Queenes_most_excellent_Majestie_from_the_Lord_Boris_Pheodorowich,434-436,695,doc,letter,,,,1,0.0014388489208633094,,
3,66,1,NNE-,1592,A_second_letter_from_the_Lord_Boris_Pheodorowich_to_the_L_William_Burghley,436-438,807,doc,letter,,,,2,0.0024783147459727386,,
3,67,1,NNE-,1596,A_most_gracious_letter_of_Privileges_given_to_the_English_merchants_by_Pheodor_Ivanowich,439-445,2301,doc,"letter, england, privileges",,,,5.0,0.0021729682746631897,,
3,68,1,NNE-,1586,The_contents_of_M_Garlands_Commission_unto_Thomas_Simkinson_for_the_bringing_of_M_John_Dee_to_the_Em,445-446,393,doc,commission,,,,0.5,0.001272264631043257,,
