The	The	dt	The	the	0
The	The	dt	The	the	0
fift	fift	ord	fift	five	0
time	time	n1	time	time	0
when	when	c-crq	when	when	0
this	this	d	this	this	0
messenger	messenger	n1	messenger	messenger	0
came	came	vvd	came	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
princes	princes	n2	princes	prince	0
servants	servants	n2	servants	servant	0
searched	searched	vvd	searched	search	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
and	and	cc	and	and	0
custome	custome	n1	custom	custom	0
what	what	r-crq	what	what	0
weapon	weapon	n1	weapon	weapon	0
and	and	cc	and	and	0
armour	armour	n1	armour	armour	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
his	his	po31	his	his	0
purse	purse	n1	purse	purse	0
,	,	,	,	,	0
that	that	cst	that	that	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
knife	knife	n1	knife	knife	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
had	had	vhn	had	have	0
up	up	p-acp	up	up	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
princes	princes	ng1	princes	prince	0
chamber	chamber	n1	chamber	chamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
reverence	reverence	n1	reverence	reverence	0
done	done	vdn	done	do	0
,	,	,	,	,	0
he	he	pns31	he	he	0
pulled	pulled	vvd	pulled	pull	0
out	out	av	out	out	0
certaine	certaine	j	certain	certain	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
delivered	delivered	vvd	delivered	deliver	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
lord	lord	n1	lord	lord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
others	others	ng2-jn	others	other	0
before	before	p-acp	before	before	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
about	about	p-acp	about	about	0
eight	eight	crd	eight	eight	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
Whitsuntide	Whitsuntide	np1	Whitsuntide	Whitsuntide	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
Tuesday	Tuesday	np1	Tuesday	Tuesday	0
,	,	,	,	,	0
somewhat	somewhat	av	somewhat	somewhat	0
before	before	p-acp	before	before	0
night	night	n1	night	night	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
was	was	vbds	was	be	0
layed	layed	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
bed	bed	n1	bed	bed	0
bare	bare	vvd	bore	bear	0
headed	headed	vvn	headed	head	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
jerkin	jerkin	n1	jerkin	jerkin	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
heat	heat	n1	heat	heat	0
and	and	cc	and	and	0
intemperature	intemperature	n1	intemperature	intemperature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
weather	weather	n1	weather	weather	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
had	had	vhd	had	have	0
read	read	vvn	read	read	0
the	the	dt	the	the	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
it	it	pn31	it	it	0
appeared	appeared	vvd	appeared	appear	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Saturday	Saturday	np1	Saturday	Saturday	0
next	next	ord	next	next	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
his	his	po31	his	his	0
lord	lord	n1	lord	lord	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
accomplish	accomplish	vvi	accomplish	accomplish	0
all	all	d	all	all	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
written	written	vvn	written	write	0
and	and	cc	and	and	0
promised	promised	vvn	promised	promise	0
.	.	.	.	.	1
The	The	dt	The	the	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
newes	newes	n1	news	news	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Standers	Standers	n2	Standers	standard	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
liked	liked	vvd	liked	like	0
them	them	pno32	them	they	0
well	well	av	well	well	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
drew	drew	vvd	drew	draw	0
somewhat	somewhat	av	somewhat	somewhat	0
backe	backe	av	back	back	0
to	to	pc-acp	to	to	0
consult	consult	vvi	consult	consult	0
thereof	thereof	av	thereof	thereof	0
amongst	amongst	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
the	the	dt	the	the	0
messenger	messenger	n1	messenger	messenger	0
kneeling	kneeling	vvg	kneeling	kneel	0
,	,	,	,	,	0
and	and	cc	and	and	0
making	making	vvg	making	make	0
his	his	po31	his	his	0
obeisance	obeisance	n1	obeisance	obeisance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
(	(	(	(	(	0
questioning	questioning	vvg	questioning	question	0
further	further	av-j	further	further	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
)	)	)	)	)	0
363	363	crd	363	363	0
Prince	Prince	n1	Prince	prince	0
Edward	Edward	np1	Edward	Edward	0
traitorously	traitorously	av-j	traitorously	traitorous	0
wounded	wounded	vvn	wounded	wound	0
.	.	.	.	.	1
[	[	[	[	[	0
H.	H.	np1	H.	H.	0
i	i	sy	i	i	0
-	-	-	-	-	0
38.	38.	crd	38.	38.	0
]	]	]	]	]	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
put	put	vvd	put	put	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
belt	belt	n1	belt	belt	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
pulled	pulled	vvn	pulled	pull	0
out	out	av	out	out	0
some	some	d	some	some	0
secret	secret	j-jn	secret	secret	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
suddenly	suddenly	av-j	suddenly	sudden	0
he	he	pns31	he	he	0
pulled	pulled	vvd	pulled	pull	0
out	out	av	out	out	0
an	an	dt	and	a	0
invenomed	invenomed	j-vvn	envenomed	envenome	0
knife	knife	n1	knife	knife	0
,	,	,	,	,	0
thinking	thinking	vvg	thinking	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
stroken	stroken	vvn	stroken	strike	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
belly	belly	n1	belly	belly	0
therewith	therewith	av	therewith	therewith	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
lay	lay	vvd	lay	lie	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
lifting	lifting	vvg	lifting	lift	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
blow	blow	n1	blow	blow	0
,	,	,	,	,	0
was	was	vbds	was	be	0
striken	striken	vvn	stricken	strike	0
a	a	dt	a	a	0
great	great	j	great	great	0
wound	wound	n1	wound	wound	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
arme	arme	n1	arm	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
fetch	fetch	vvi	fetch	fetch	0
another	another	j-jn	another	another	0
stroke	stroke	n1	stroke	stroke	0
at	at	p-acp	at	at	0
him	him	pno31	him	he	0
,	,	,	,	,	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
againe	againe	av	again	again	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
foot	foot	n1	foot	foot	0
tooke	tooke	vvd	took	take	0
him	him	pno31	him	he	0
such	such	d	such	such	0
a	a	dt	a	a	0
blow	blow	n1	blow	blow	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
feld	feld	vvd	felled	fell	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
gate	gate	n1	gate	gate	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
violence	violence	n1	violence	violence	0
wrasted	wrasted	vvd	wrasted	wrast	0
the	the	dt	the	the	0
knife	knife	n1	knife	knife	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hurt	hurt	vvn	hurt	hurt	0
himselfe	himselfe	px31	himself	himself	0
therewith	therewith	av	therewith	therewith	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
forehead	forehead	n1	forehead	forehead	0
,	,	,	,	,	0
and	and	cc	and	and	0
immediatly	immediatly	av-j	immediately	immediate	0
thrust	thrust	vvd	thrust	thrust	0
the	the	dt	the	the	0
same	same	d	same	same	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
belly	belly	n1	belly	belly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
messenger	messenger	n1	messenger	messenger	0
and	and	cc	and	and	0
striker	striker	n1	striker	striker	0
,	,	,	,	,	0
and	and	cc	and	and	0
slew	slew	vvd	slew	slay	0
him	him	pno31	him	he	0
.	.	.	.	.	1
The	The	dt	The	the	0
princes	princes	n2	princes	prince	0
servants	servants	n2	servants	servant	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
chamber	chamber	n1	chamber	chamber	0
not	not	xx	not	not	0
farre	farre	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
hearing	hearing	vvg	hearing	hear	0
the	the	dt	the	the	0
busling	busling	j-vvg	bustling	bustle	0
,	,	,	,	,	0
came	came	vvd	came	come	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
haste	haste	n1	haste	haste	0
running	running	vvg	running	run	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
the	the	dt	the	the	0
messenger	messenger	n1	messenger	messenger	0
lying	lying	vvg	lying	lie	0
dead	dead	j	dead	dead	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
floore	floore	n1	floor	floor	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
tooke	tooke	vvd	took	take	0
up	up	a-acp	up	up	0
a	a	dt	a	a	0
stoole	stoole	n1	stool	stool	0
,	,	,	,	,	0
and	and	cc	and	and	0
beat	beat	vvd	beatrice	beat	0
out	out	av	out	out	0
his	his	po31	his	his	0
braines	braines	n2	brains	brain	0
:	:	:	:	:	0
whereat	whereat	c-crq	whereat	whereat	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
was	was	vbds	was	be	0
wroth	wroth	j	wroth	wroth	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
stroke	stroke	vvd	stroke	strike	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
man	man	n1	man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
killed	killed	vvn	killed	kill	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
rumour	rumour	n1	rumour	rumour	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
accident	accident	n1	accident	accident	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
strange	strange	j	strange	strange	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
went	went	vvd	went	go	0
soone	soone	av	soon	soon	0
thorowout	thorowout	p-acp	throughout	throughout	0
all	all	d	all	all	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
common	common	j	common	common	0
people	people	n1	people	people	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
very	very	av	very	very	0
heavy	heavy	j	heavy	heavy	0
,	,	,	,	,	0
and	and	cc	and	and	0
greatly	greatly	av-j	greatly	great	0
discouraged	discouraged	vvn	discouraged	discourage	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
him	him	pno31	him	he	0
came	came	vvd	came	come	0
also	also	av	also	also	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
costly	costly	j	costly	costly	0
and	and	cc	and	and	0
precious	precious	j	precious	precious	0
drinke	drinke	n1	drink	drink	0
against	against	p-acp	against	against	0
poison	poison	n1	poison	poison	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
the	the	dt	the	the	0
venime	venime	n1	venom	venom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knife	knife	n1	knife	knife	0
should	should	vmd	should	shall	0
penetrate	penetrate	vvi	penetrate	penetrate	0
the	the	dt	the	the	0
lively	lively	j	lively	lively	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
blaming	blaming	vvg	blaming	blame	0
wise	wise	j	wise	wise	0
sayd	sayd	vvn	said	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
:	:	:	:	:	0
did	did	vdd	did	do	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
tell	tell	vvi	tell	tell	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
before	before	a-acp	before	before	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deceit	deceit	n1	deceit	deceit	0
and	and	cc	and	and	0
subtilty	subtilty	n1	subtlety	subtlety	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
people	people	n1	people	people	0
?	?	?	?	?	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
,	,	,	,	,	0
sayd	sayd	vvd	said	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
good	good	j	good	good	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
die	die	vvi	die	die	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
wound	wound	n1	wound	wound	0
,	,	,	,	,	0
my	my	po11	my	my	0
life	life	n1	life	life	0
for	for	p-acp	for	for	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
straight	straight	j	straight	straight	0
way	way	n1	way	way	0
the	the	dt	the	the	0
Surgions	Surgions	n2	Surgeons	surgeon	0
and	and	cc	and	and	0
Physicians	Physicians	n2	Physicians	physician	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
was	was	vbds	was	be	0
dressed	dressed	vvn	dressed	dress	0
,	,	,	,	,	0
and	and	cc	and	and	0
within	within	p-acp	within	within	0
few	few	d	few	few	0
dayes	dayes	n2	days	day	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
the	the	dt	the	the	0
wound	wound	n1	wound	wound	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
putrifie	putrifie	vvi	putrify	putrify	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
blacke	blacke	j-jn	black	black	0
:	:	:	:	:	0
wherupon	wherupon	c-crq	whereupon	whereupon	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
mutter	mutter	vvi	mutter	mutter	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
very	very	av	very	very	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
heavy	heavy	j	heavy	heavy	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
thing	thing	n1	thing	thing	0
he	he	pns31	he	he	0
himself	himself	px31	himself	himself	0
perceiving	perceiving	vvg	perceiving	perceive	0
,	,	,	,	,	0
said	said	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
:	:	:	:	:	0
why	why	c-crq	why	why	0
mutter	mutter	vvb	mutter	mutter	0
you	you	pn22	you	you	0
thus	thus	av	thus	thus	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
see	see	n1	see	see	0
364	364	crd	364	364	0
1270.	1270.	crd	1270.	1270.	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
healed	healed	vvn	healed	heal	0
?	?	?	?	?	0
tell	tell	vvb	tell	tell	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
be	be	vbb	be	be	0
ye	ye	pn22	you	you	0
not	not	xx	not	not	0
afrayd	afrayd	j	afraid	afraid	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
one	one	pi	one	one	0
sayd	sayd	vvd	said	say	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
like	like	vvb	like	like	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
healed	healed	vvn	healed	heal	0
,	,	,	,	,	0
we	we	pns12	we	we	0
mistrust	mistrust	vvb	mistrust	mistrust	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
very	very	av	very	very	0
painfull	painfull	j	painful	painful	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
.	.	.	.	.	1
May	May	np1	May	May	0
suffering	suffering	vvg	suffering	suffer	0
(	(	(	(	(	0
sayd	sayd	vvd	said	say	0
he	he	pns31	he	he	0
againe	againe	av	again	again	0
)	)	)	)	)	0
restore	restore	vvb	restore	restore	0
health	health	n1	health	health	0
?	?	?	?	?	0
yea	yea	uh	yea	yea	0
sayth	sayth	vvz	say	say	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
paine	paine	n1	pain	pain	0
of	of	pp-f	of	of	0
losing	losing	vvg	losing	lose	0
my	my	po11	my	my	0
head	head	n1	head	head	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayd	sayd	vvd	said	say	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayd	sayd	vvd	said	say	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Physicians	Physicians	n2	Physicians	physician	0
,	,	,	,	,	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Nobles	Nobles	n2-j	Nobles	noble	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
reposeth	reposeth	vvz	reposes	repose	0
special	special	j	special	special	0
trust	trust	n1	trust	trust	0
?	?	?	?	?	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
answered	answered	vvd	answered	answer	0
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
naming	naming	vvg	naming	name	0
certeine	certeine	j	certain	certain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Noble	Noble	j	Noble	noble	0
men	men	n2	men	man	0
that	that	cst	that	that	0
stood	stood	vvd	stood	stand	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayd	sayd	vvd	said	say	0
the	the	dt	the	the	0
Physician	Physician	n1	Physician	physician	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
two	two	crd	two	two	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
first	first	ord	first	first	0
named	named	vvd	nam	name	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Edmund	Edmund	np1	Edmund	Edmund	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lord	lord	n1	lord	lord	0
John	John	np1	John	John	0
Voisie	Voisie	n1	Voisie	voisie	0
,	,	,	,	,	0
And	And	cc	And	and	0
doe	doe	vdb	do	do	0
This	This	d	This	this	0
lord	lord	n1	lord	lord	0
you	you	pn22	you	you	0
also	also	av	also	also	0
faithfully	faithfully	av-j	faithfully	faithful	0
love	love	vvb	love	love	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Prince	Prince	n1	Prince	prince	0
?	?	?	?	?	1
Who	Who	r-crq	Who	who	0
Edmund	Edmund	np1	Edmund	Edmund	0
was	was	vbds	was	be	0
answered	answered	vvn	answered	answer	0
both	both	av-d	both	both	0
,	,	,	,	,	0
Yea	Yea	uh	Yea	yea	0
undoubtedly	undoubtedly	av-j	undoubtedly	undoubted	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayth	sayth	vvz	say	say	0
he	he	pns31	he	he	0
,	,	,	,	,	0
take	take	vvb	take	take	0
you	you	pn22	you	you	0
away	away	av	away	away	0
this	this	d	this	this	0
gentlewoman	gentlewoman	n1	gentlewoman	gentlewoman	0
and	and	cc	and	and	0
lady	lady	n1	lady	lady	0
(	(	(	(	(	0
meaning	meaning	vvg	meaning	mean	0
his	his	po31	his	his	0
wife	wife	n1	wife	wife	0
)	)	)	)	)	0
'	'	'	'	'	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
her	her	pno31	her	she	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
her	her	po31	her	her	0
lord	lord	n1	lord	lord	0
and	and	cc	and	and	0
husband	husband	n1	husband	husband	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
such	such	d	such	such	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
they	they	pns32	they	they	0
tooke	tooke	vvd	took	take	0
her	her	pno31	her	she	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
princes	princes	ng1	princes	prince	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
crying	crying	vvg	crying	cry	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
wringing	wringing	vvg	wringing	wring	0
her	her	po31	her	her	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sayd	sayd	vvd	said	say	0
they	they	pns32	they	they	0
unto	unto	p-acp	unto	unto	0
her	her	pno31	her	she	0
,	,	,	,	,	0
Be	Be	vbb	Be	be	0
you	you	pn22	you	you	0
contented	contented	vvn	contented	content	0
good	good	j	good	good	0
Lady	Lady	n1	Lady	lady	0
&	&	cc	&	and	0
Madame	Madame	n1	Madame	madam	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
that	that	cst	that	that	0
one	one	pi	one	one	0
woman	woman	n1	woman	woman	0
should	should	vmd	should	shall	0
weepe	weepe	vvi	weep	weep	0
a	a	dt	a	a	0
little	little	j	little	little	0
while	while	n1	while	while	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
realme	realme	n1	realm	realm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
should	should	vmd	should	shall	0
weepe	weepe	vvi	weep	weep	0
a	a	dt	a	a	0
great	great	j	great	great	0
season	season	n1	season	season	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
morrow	morrow	n1	morrow	morrow	0
