Man	Man	n1	Man	man	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
sound	sound	j	found	sound	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
presently	presently	av-j	presently	present	0
made	made	vvn	made	make	0
slaves	slaves	n2	slaves	slave	0
,	,	,	,	,	0
and	and	cc	and	and	0
chained	chained	vvn	chained	chain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
oares	oares	n2	oars	oar	0
:	:	:	:	:	0
and	and	cc	and	and	0
within	within	p-acp	within	within	0
fifteene	fifteene	crd	fifteene	fifteen	0
dayes	dayes	n2	days	day	0
after	after	c-acp	after	after	0
we	we	pns12	we	we	0
returned	returned	vvd	returned	return	0
againe	againe	av	again	again	0
into	into	p-acp	into	into	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
slaverie	slaverie	n1	slavery	slavery	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
put	put	vvn	put	put	0
to	to	pc-acp	to	to	0
hewe	hewe	vvi	hew	hew	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
to	to	pc-acp	to	to	0
cary	cary	vvi	carry	carry	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
the	the	dt	the	the	0
Cart	Cart	n1	Cart	cart	0
with	with	p-acp	with	with	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
morter	morter	n1	mortar	mortar	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
builded	builded	vvd	built	build	0
a	a	dt	a	a	0
church	church	n1	church	church	0
:	:	:	:	:	0
)	)	)	)	)	0
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
slaverie	slaverie	n1	slavery	slavery	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
being	being	vbg	being	be	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
husbandmen	husbandmen	n2	husbandmen	husbandman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
rebelled	rebelled	vvd	rebelled	rebel	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
constrained	constrained	vvn	constrained	constrain	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
greater	greater	jc	greater	great	0
tribute	tribute	n1	tribute	tribute	0
then	then	cs	then	than	0
heretofore	heretofore	av	heretofore	heretofore	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Souldiours	Souldiours	n2	Soldiers	soldier	0
of	of	pp-f	of	of	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
marched	marched	vvd	marched	march	0
foorth	foorth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
joyned	joyned	vvn	joined	join	0
battell	battell	n1	battle	battle	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
rebellion	rebellion	n1	rebellion	rebellion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
sent	sent	vvd	sent	send	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
foure	foure	crd	foure	four	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
drawen	drawen	vvn	drawn	draw	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
captives	captives	n2-jn	captives	captive	0
twentie	twentie	crd	twentie	twenty	0
miles	miles	n2	miles	mile	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
after	after	p-acp	after	after	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
thereof	thereof	av	thereof	thereof	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
fled	fled	vvd	fled	flee	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
Captaines	Captaines	n2	Captains	captain	0
returned	returned	vvd	returned	return	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
I	I	pns11	I	i	0
and	and	cc	and	and	0
certaine	certaine	j	certain	certain	0
Christians	Christians	njpg2	Christians	christian	0
more	more	n1	more	moor	0
were	were	vbdr	were	be	0
sent	sent	vvn	sent	send	0
twelve	twelve	crd	twelve	twelve	0
miles	miles	n2	miles	mile	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Cart	Cart	n1	Cart	cart	0
to	to	p-acp	to	to	0
lode	lode	n1	load	load	0
timber	timber	n1	timber	timber	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
returned	returned	vvd	returned	return	0
againe	againe	av	again	again	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
.	.	.	.	.	1
Nowe	Nowe	av	Now	now	0
the	the	dt	the	the	0
king	king	n1	king	king	0
had	had	vhd	had	have	0
18.	18.	crd	18.	18.	0
captives	captives	n2-jn	captives	captive	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
three	three	crd	three	three	0
times	times	n2	times	time	0
a	a	dt	a	a	0
weeke	weeke	n1	week	week	0
went	went	vvd	went	go	0
to	to	pc-acp	to	to	0
fetch	fetch	vvi	fetch	fetch	0
wood	wood	n1	wood	wood	0
thirtie	thirtie	crd	thirtie	thirty	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
:	:	:	:	:	0
302	302	crd	302	302	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
time	time	n1	time	time	0
he	he	pns31	he	he	0
appointed	appointed	vvd	appointed	appoint	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
18.	18.	crd	18.	18.	0
and	and	cc	and	and	0
wee	wee	pns12	we	we	0
departed	departed	vvd	departed	depart	0
at	at	p-acp	at	at	0
eight	eight	crd	eight	eight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
clocke	clocke	n1	clock	clock	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
night	night	n1	night	night	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
way	way	n1	way	way	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
rode	rode	vvd	road	ride	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
camels	camels	n2	camels	camel	0
,	,	,	,	,	0
I	I	pns11	I	i	0
demaunded	demaunded	vvd	demanded	demand	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
company	company	n1	company	company	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
direct	direct	vvi	direct	direct	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
way	way	n1	way	way	0
?	?	?	?	?	0
he	he	pns31	he	he	0
sayd	sayd	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Moore	Moore	n1	More	moor	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
company	company	n1	company	company	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
our	our	po12	our	our	0
guide	guide	n1	guide	guide	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
demaunded	demaunded	vvd	demanded	demand	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
how	how	c-crq	how	how	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wood	wood	n1	wood	wood	0
bare	bare	j	bore	bare	0
one	one	pi	one	one	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
?	?	?	?	?	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
said	said	vvd	said	say	0
,	,	,	,	,	0
East	East	n1	East	east	0
Northeast	Northeast	np1	Northeast	Northeast	0
,	,	,	,	,	0
and	and	cc	and	and	0
West	West	n1	West	west	0
Southwest	Southwest	np1	Southwest	Southwest	0
.	.	.	.	.	1
And	And	cc	And	and	0
at	at	p-acp	at	at	0
midnight	midnight	n1	midnight	midnight	0
or	or	cc	or	or	0
neere	neere	av-j	near	near	0
thereabouts	thereabouts	av	thereabouts	thereabouts	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
riding	riding	vvg	riding	ride	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
camel	camel	n1	camel	camel	0
,	,	,	,	,	0
I	I	pns11	I	i	0
fell	fell	vvd	fell	fall	0
asleepe	asleepe	j	asleep	asleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
guide	guide	n1	guide	guide	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
rode	rode	vvd	road	ride	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
not	not	xx	not	not	0
thinking	thinking	vvg	thinking	think	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
awooke	awooke	vvd	awoke	awake	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
alone	alone	av-j	alone	alone	0
durst	durst	vvd	durst	dare	0
not	not	xx	not	not	0
call	call	vvi	call	call	0
nor	nor	ccx	nor	nor	0
hallow	hallow	vvi	hallow	hallow	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
least	least	ds	least	least	0
the	the	dt	the	the	0
wilde	wilde	j	wild	wild	0
Moores	Moores	n2	Moors	moor	0
should	should	vmd	should	shall	0
heare	heare	vvi	hear	hear	0
me	me	pno11	me	i	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
holde	holde	vvb	hold	hold	0
this	this	d	this	this	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
killing	killing	vvg	killing	kill	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
God	God	n1	God	god	0
good	good	j	good	good	0
service	service	n1	service	service	0
:	:	:	:	:	0
and	and	cc	and	and	0
musing	musing	vvg	musing	muse	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
what	what	r-crq	what	what	0
were	were	vbdr	were	be	0
best	best	js	best	best	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
goe	goe	vvi	go	go	0
foorth	foorth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wilde	wilde	j	wild	wild	0
Moores	Moores	n2	Moors	moor	0
should	should	vmd	should	shall	0
hap	hap	vvi	hap	hap	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
kill	kill	vvi	kill	kill	0
mee	mee	pno11	me	i	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
returne	returne	vvi	return	return	0
backe	backe	av	back	back	0
to	to	p-acp	to	to	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
wood	wood	n1	wood	wood	0
or	or	cc	or	or	0
company	company	n1	company	company	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
miserably	miserably	av-j	miserably	miserable	0
used	used	vvn	used	use	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
evils	evils	n2-jn	evils	evil	0
,	,	,	,	,	0
rather	rather	av	rather	rather	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
foorth	foorth	av	forth	forth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
loosing	loosing	n-vvg	losing	lose	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
life	life	n1	life	life	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
backe	backe	av	back	back	0
and	and	cc	and	and	0
trust	trust	vvi	trust	trust	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
fearing	fearing	vvg	fearing	fear	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
used	used	vvn	used	use	0
as	as	c-acp	as	as	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
seene	seene	vvn	seen	see	0
others	others	ng2-jn	others	other	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
understanding	understanding	vvg	understanding	understand	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
company	company	n1	company	company	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
and	and	cc	and	and	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
wood	wood	n1	wood	wood	0
did	did	vdd	did	do	0
lie	lie	vvi	lie	lie	0
one	one	pi	one	one	0
off	off	p-acp	off	off	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
North	North	n1	North	north	0
starre	starre	n1	star	star	0
I	I	pns11	I	i	0
went	went	vvd	went	go	0
forth	forth	av	forth	forth	0
at	at	p-acp	at	at	0
adventure	adventure	n1	adventure	adventure	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
right	right	av-jn	right	right	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
even	even	av	even	even	0
about	about	p-acp	about	about	0
an	an	dt	and	a	0
houre	houre	n1	hour	hour	0
before	before	p-acp	before	before	0
day	day	n1	day	day	0
:	:	:	:	:	0
there	there	a-acp	there	there	0
altogether	altogether	av	altogether	altogether	0
wee	wee	pns12	we	we	0
rested	rested	vvd	rested	rest	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
our	our	po12	our	our	0
camels	camels	n2	camels	camel	0
provender	provender	n1	provender	provender	0
,	,	,	,	,	0
and	and	cc	and	and	0
assoone	assoone	av	assoon	assoon	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
day	day	n1	day	day	0
appeared	appeared	vvd	appeared	appear	0
,	,	,	,	,	0
we	we	pns12	we	we	0
.	.	.	.	.	0
rode	rode	vvd	road	ride	0
all	all	d	all	all	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
wood	wood	n1	wood	wood	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
seeing	seeing	vvg	seeing	see	0
no	no	dx	no	no	0
wood	wood	n1	wood	wood	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
sticke	sticke	n1	stick	stick	0
here	here	av	here	here	0
and	and	cc	and	and	0
a	a	dt	a	a	0
sticke	sticke	n1	stick	stick	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
bignesse	bignesse	n1	bigness	bigness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
mans	mans	ng1	men	man	0
arme	arme	n1	arm	arm	0
growing	growing	vvg	growing	grow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sand	sand	n1	sand	sand	0
,	,	,	,	,	0
it	it	pn31	it	it	0
caused	caused	vvd	caused	cause	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
marveile	marveile	n1	marveile	marveile	0
how	how	c-crq	how	how	0
so	so	av	so	so	0
many	many	d	many	many	0
camels	camels	n2	camels	camel	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
loden	loden	vvn	laden	load	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
place	place	n1	place	place	0
.	.	.	.	.	1
The	The	dt	The	the	0
wood	wood	n1	wood	wood	0
was	was	vbds	was	be	0
Juniper	Juniper	n1	Juniper	juniper	0
,	,	,	,	,	0
we	we	pns12	we	we	0
needed	needed	vvd	needed	need	0
no	no	dx	no	no	0
axe	axe	n1	axe	axe	0
nor	nor	ccx	nor	nor	0
edge	edge	n1	edge	edge	0
toole	toole	n1	tool	tool	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
pluckt	pluckt	vvd	plucked	pluck	0
it	it	pn31	it	it	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
hands	hands	n2	hands	hand	0
rootes	rootes	n2	roots	root	0
and	and	cc	and	and	0
all	all	d	all	all	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
man	man	n1	man	man	0
might	might	vmd	might	may	0
easily	easily	av-j	easily	easy	0
do	do	vdi	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
gathered	gathered	vvd	gathered	gather	0
it	it	pn31	it	it	0
together	together	av	together	together	0
,	,	,	,	,	0
a	a	dt	a	a	0
little	little	j	little	little	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
place	place	n1	place	place	0
and	and	cc	and	and	0
so	so	av	so	so	0
at	at	p-acp	at	at	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
laded	laded	vvn	jaded	jade	0
our	our	po12	our	our	0
camels	camels	n2	camels	camel	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
home	home	av-an	home	home	0
about	about	p-acp	about	about	0
seven	seven	crd	seven	seven	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
clocke	clocke	n1	clock	clock	0
that	that	cst	that	that	0
3°3	3°3	n1	3°3	3°3	0
Eighteen	Eighteen	crd	Eighteen	eighteen	0
captives	captives	n2-jn	captives	captive	0
runaway	runaway	n1	runaway	runaway	0
from	from	p-acp	from	from	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
.	.	.	.	.	1
The	The	dt	The	the	0
judgement	judgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
upon	upon	p-acp	upon	upon	0
blasphemers	blasphemers	n2	blasphemers	blasphemer	0
.	.	.	.	.	1
£11	£11	crd	£11	£11	0
.	.	.	.	.	1
i	i	sy	i	i	0
.	.	.	.	.	1
189.	189.	crd	189.	189.	0
]	]	]	]	]	1
The	The	dt	The	the	0
Greene	Greene	j-jn	Green	green	0
Dragon	Dragon	n1	Dragon	dragon	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
night	night	n1	night	night	0
folowing	folowing	vvg	following	follow	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
fell	fell	vvd	fell	fall	0
lame	lame	j	lame	lame	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
camel	camel	n1	camel	camel	0
was	was	vbds	was	be	0
tired	tired	vvn	tired	tire	0
,	,	,	,	,	0
I	I	pns11	I	i	0
left	left	vvd	left	leave	0
my	my	po11	my	my	0
wood	wood	n1	wood	wood	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
that	that	cst	that	that	0
time	time	n1	time	time	0
a	a	dt	a	a	0
Venetian	Venetian	jp	Venetian	venetian	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
was	was	vbds	was	be	0
Benedetto	Benedetto	np1	Benedetto	Benedetto	0
Venetiano	Venetiano	np1	Venetiano	Venetiano	0
,	,	,	,	,	0
and	and	cc	and	and	0
seventeene	seventeene	crd	seventeene	seventeen	0
captives	captives	n2-jn	captives	captive	0
more	more	n1	more	moor	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ranne	ranne	vvd	ran	run	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
boate	boate	n1	boat	boat	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
in	in	p-acp	in	in	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Island	Island	n1	Island	island	0
called	called	vvn	called	call	0
Malta	Malta	np1	Malta	Malta	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lieth	lieth	vvz	lies	lie	0
fourtie	fourtie	crd	fourtie	fourty	0
leagues	leagues	n2	leagues	league	0
from	from	p-acp	from	from	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
right	right	j-jn	right	right	0
North	North	n1	North	north	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
within	within	p-acp	within	within	0
a	a	dt	a	a	0
mile	mile	n1	mile	mile	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
&	&	cc	&	and	0
very	very	av	very	very	0
faire	faire	j	fair	fair	0
weather	weather	n1	weather	weather	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
company	company	n1	company	company	0
said	said	vvd	said	say	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
dispetto	dispetto	fw-it	dispetto	dispetto	0
de	de	fw-it	de	de	0
dio	dio	fw-mi	dio	dio	0
adesso	adesso	fw-it	adesso	adesso	0
venio	venio	fw-la	venio	venio	0
a	a	dt	a	a	0
pilliar	pilliar	j-jn	pilliar	pilliar	0
terra	terra	fw-la	terra	terra	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
despite	despite	n1	despite	despite	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
now	now	av	now	now	0
fetch	fetch	vvi	fetch	fetch	0
the	the	dt	the	the	0
shoare	shoare	n1	shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
presently	presently	av-j	presently	present	0
there	there	a-acp	there	there	0
arose	arose	vvd	arose	arise	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
storme	storme	n1	storm	storm	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
thunder	thunder	n1	thunder	thunder	0
and	and	cc	and	and	0
raine	raine	vvi	rain	rain	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wind	wind	n1	wind	wind	0
at	at	p-acp	at	at	0
North	North	n1	North	north	0
,	,	,	,	,	0
their	their	po32	their	their	0
boate	boate	n1	boat	boat	0
being	being	vbg	being	be	0
very	very	av	very	very	0
small	small	j	small	small	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
inforced	inforced	vvn	enforced	enforce	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
up	up	a-acp	up	up	0
roome	roome	n1	room	room	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
sheare	sheare	vvi	shear	shear	0
right	right	n-jn	right	right	0
afore	afore	p-acp	afore	afore	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
over	over	a-acp	over	over	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
of	of	pp-f	of	of	0
