His	His	po31	His	his	0
great	great	j	great	great	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
commodities	commodities	n2	commodities	commodity	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
profite	profite	n1	profit	profit	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
with	with	p-acp	with	with	0
commodities	commodities	n2	commodities	commodity	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
carried	carried	vvn	carried	carry	0
to	to	p-acp	to	to	0
Aleppo	Aleppo	np1	Aleppo	Aleppo	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
It	It	pn31	It	it	0
were	were	vbdr	were	be	0
long	long	j	long	long	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
since	since	p-acp	since	since	0
my	my	po11	my	my	0
parting	parting	n-vvg	parting	part	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
troubles	troubles	n2	troubles	trouble	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
chanced	chanced	vvn	chanced	chance	0
since	since	p-acp	since	since	0
mine	mine	po11	mine	my	0
arrivall	arrivall	n1	arrival	arrival	0
in	in	p-acp	in	in	0
Ormus	Ormus	fw-la	Ormus	ormus	0
,	,	,	,	,	0
this	this	d	this	this	0
bringer	bringer	n1	bringer	bringer	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
certifie	certifie	vvi	certify	certify	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
here	here	av	here	here	0
:	:	:	:	:	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
write	write	vvi	write	write	0
462	462	crd	462	462	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1584-unto	1584-unto	j	1584-unto	1584-unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
send	send	vvi	send	send	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
friend	friend	n1	friend	friend	0
at	at	p-acp	at	at	0
Lisbone	Lisbone	np1	Lisbone	Lisbon	0
,	,	,	,	,	0
&	&	cc	&	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
conveyed	conveyed	vvn	conveyed	convey	0
hither	hither	av	hither	hither	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
the	the	dt	the	the	0
direction	direction	n1	direction	direction	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
be	be	vbb	be	be	0
either	either	av-d	either	either	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
250.	250.	crd	250.	250.	0
]	]	]	]	]	0
in	in	p-acp	in	in	0
Portuguise	Portuguise	n1	Portuguise	portuguise	0
or	or	cc	or	or	0
Spanish	Spanish	jp	Spanish	spanish	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Goa	Goa	zz	Goa	goa	0
this	this	d	this	this	0
20	20	crd	20	20	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
Januarie	Januarie	np1	Januarie	Januarie	0
.	.	.	.	.	1
1584.	1584.	crd	1584.	1584.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
